page,country,rev_id,prediction,population,region
Eduardo Joaquim Mulémbwè,Mozambique,790010148.0,Stub,31.166,AFRICA
Esperança Bias,Mozambique,790010151.0,Stub,31.166,AFRICA
Esperança Machavela,Mozambique,790010154.0,Stub,31.166,AFRICA
First Lady of Mozambique,Mozambique,790010158.0,Stub,31.166,AFRICA
Helder Francisco Malauene,Mozambique,790010163.0,Stub,31.166,AFRICA
Isabel Nkavadeka,Mozambique,790010165.0,Stub,31.166,AFRICA
José Condungua Pacheco,Mozambique,790010168.0,Stub,31.166,AFRICA
José Gabriel Manteigas,Mozambique,790010178.0,Stub,31.166,AFRICA
José Ibraimo Abudo,Mozambique,790010201.0,Stub,31.166,AFRICA
Júlio Eduardo Zamith Carrilho,Mozambique,790010203.0,Stub,31.166,AFRICA
Leonardo Simão,Mozambique,790010205.0,Stub,31.166,AFRICA
Manuel de Araújo,Mozambique,790010206.0,Start,31.166,AFRICA
Maria Angelina Dique Enoque,Mozambique,790010211.0,Stub,31.166,AFRICA
Maria Benvinda Levy,Mozambique,790010214.0,Start,31.166,AFRICA
Mariano de Araújo Matsinhe,Mozambique,790010217.0,Stub,31.166,AFRICA
Munhawa Sousa Salvador,Mozambique,790010219.0,Stub,31.166,AFRICA
Oldemiro Balói,Mozambique,790010222.0,Stub,31.166,AFRICA
Oldemiro Julio Marques Baloi,Mozambique,790010224.0,Stub,31.166,AFRICA
Raul Domingos,Mozambique,790010225.0,Stub,31.166,AFRICA
Salvador Namburete,Mozambique,790010252.0,Stub,31.166,AFRICA
Tomaz Salomão,Mozambique,790010254.0,Stub,31.166,AFRICA
List of heads of state of Mozambique,Mozambique,790361575.0,Start,31.166,AFRICA
Amade Camal,Mozambique,791300192.0,Stub,31.166,AFRICA
Carlos Cardoso (journalist),Mozambique,793176334.0,Start,31.166,AFRICA
Afonso Dhlakama,Mozambique,796173553.0,C,31.166,AFRICA
Verónica Macamo,Mozambique,796753941.0,Stub,31.166,AFRICA
Joaquim Chissano,Mozambique,798412007.0,C,31.166,AFRICA
Mário da Graça Machungo,Mozambique,799063767.0,Stub,31.166,AFRICA
Filipe Nyusi,Mozambique,803133769.0,C,31.166,AFRICA
Armando Guebuza,Mozambique,803196029.0,C,31.166,AFRICA
Francisco Songane,Mozambique,805516897.0,Start,31.166,AFRICA
Samora Machel,Mozambique,805780186.0,C,31.166,AFRICA
José Guedes de Carvalho e Meneses,Mozambique,805933662.0,Stub,31.166,AFRICA
Aires Ali,Mozambique,806397404.0,Stub,31.166,AFRICA
Graça Machel,Mozambique,806567273.0,C,31.166,AFRICA
Daviz Simango,Mozambique,807216411.0,Stub,31.166,AFRICA
Uria Simango,Mozambique,807331733.0,C,31.166,AFRICA
Prapat Panyachatraksa,Thailand,699197059.0,Stub,66.53399999999999,ASIA
Suwat Liptapanlop,Thailand,699197123.0,C,66.53399999999999,ASIA
Sutham Sangprathum,Thailand,699197323.0,Stub,66.53399999999999,ASIA
Virachai Virameteekul,Thailand,699197850.0,Start,66.53399999999999,ASIA
Theera Wongsamut,Thailand,699198463.0,Start,66.53399999999999,ASIA
Kraisak Choonhavan,Thailand,699198744.0,Start,66.53399999999999,ASIA
Chob Yodkaew,Thailand,699199094.0,Stub,66.53399999999999,ASIA
Somsak Prissanananthakul,Thailand,715550042.0,Start,66.53399999999999,ASIA
Suthee Singhasaneh,Thailand,721901394.0,Stub,66.53399999999999,ASIA
Santi Promphat,Thailand,737609601.0,Stub,66.53399999999999,ASIA
Surawit Khonsomboon,Thailand,739317225.0,Start,66.53399999999999,ASIA
Narong Wongwan,Thailand,748494346.0,Start,66.53399999999999,ASIA
Vicharn Minchainant,Thailand,749084558.0,C,66.53399999999999,ASIA
Likhit Dhiravegin,Thailand,754116939.0,Stub,66.53399999999999,ASIA
Anudith Nakornthap,Thailand,762206632.0,Start,66.53399999999999,ASIA
Phraya Ratsadanupradit Mahitsaraphakdi,Thailand,766915279.0,Stub,66.53399999999999,ASIA
Veera Musikapong,Thailand,767445250.0,Stub,66.53399999999999,ASIA
Somchai Khunpluem,Thailand,775255030.0,C,66.53399999999999,ASIA
Yollada Suanyot,Thailand,775974170.0,Start,66.53399999999999,ASIA
Pongsapat Pongcharoen,Thailand,776765210.0,Start,66.53399999999999,ASIA
Chaovarat Chanweerakul,Thailand,777054788.0,Start,66.53399999999999,ASIA
Orapin Chaiyakan,Thailand,779540354.0,Stub,66.53399999999999,ASIA
Kalaya Sophonpanich,Thailand,779540436.0,Stub,66.53399999999999,ASIA
Sukumol Kunplome,Thailand,779540733.0,Stub,66.53399999999999,ASIA
Nahathai Thewphaingarm,Thailand,779540826.0,Stub,66.53399999999999,ASIA
Tiang Sirikhanth,Thailand,780435236.0,Start,66.53399999999999,ASIA
Abhai Chandavimol,Thailand,782213170.0,Stub,66.53399999999999,ASIA
Rosana Tositrakul,Thailand,783640269.0,Start,66.53399999999999,ASIA
Wan Muhamad Noor Matha,Thailand,784652030.0,Start,66.53399999999999,ASIA
Prasert Sapsunthorn,Thailand,785968173.0,Start,66.53399999999999,ASIA
Chumpol Silpa-archa,Thailand,787706081.0,Start,66.53399999999999,ASIA
Kantathi Suphamongkhon,Thailand,787918719.0,Start,66.53399999999999,ASIA
Suvanant Kongying,Thailand,789745925.0,Start,66.53399999999999,ASIA
Akanat Promphan,Thailand,791359636.0,Start,66.53399999999999,ASIA
Weng Tojirakarn,Thailand,791359859.0,Start,66.53399999999999,ASIA
Krasae Chanawongse,Thailand,791557175.0,C,66.53399999999999,ASIA
Charun Rattanakun Seriroengrit,Thailand,791888323.0,Stub,66.53399999999999,ASIA
Banyat Bantadtan,Thailand,791961097.0,Start,66.53399999999999,ASIA
Seng Saekhu,Thailand,792041712.0,Start,66.53399999999999,ASIA
Tawatwong na Chiang Mai,Thailand,792077127.0,Start,66.53399999999999,ASIA
Pallop Pinmanee,Thailand,792277230.0,C,66.53399999999999,ASIA
Worawi Makudi,Thailand,792693775.0,C,66.53399999999999,ASIA
Lek Nana,Thailand,793110506.0,Start,66.53399999999999,ASIA
List of female cabinet ministers of Thailand,Thailand,793357674.0,Start,66.53399999999999,ASIA
Sontaya Kunplome,Thailand,793373557.0,Stub,66.53399999999999,ASIA
Chalermkiat Vatthanangkun,Thailand,793556687.0,Stub,66.53399999999999,ASIA
Sang Phathanothai,Thailand,793731815.0,Start,66.53399999999999,ASIA
Chuwit Kamolvisit,Thailand,794357721.0,C,66.53399999999999,ASIA
Nattawut Saikua,Thailand,794506770.0,C,66.53399999999999,ASIA
Supachai Panitchpakdi,Thailand,796217150.0,Start,66.53399999999999,ASIA
Apiwan Wiriyachai,Thailand,796995036.0,Start,66.53399999999999,ASIA
Sangad Chaloryu,Thailand,797460848.0,Stub,66.53399999999999,ASIA
Charoen Suepsaeng,Thailand,797646477.0,Stub,66.53399999999999,ASIA
Jarupan Kuldiloke,Thailand,797693104.0,Start,66.53399999999999,ASIA
Surachai Danwattananusorn,Thailand,797726537.0,Start,66.53399999999999,ASIA
Watana Muangsook,Thailand,797799061.0,Stub,66.53399999999999,ASIA
Nattakorn Devakula,Thailand,797804838.0,Start,66.53399999999999,ASIA
Thanasak Patimaprakorn,Thailand,798447876.0,C,66.53399999999999,ASIA
Krong Chandawong,Thailand,798578057.0,Stub,66.53399999999999,ASIA
Mongkol Na Songkhla,Thailand,799027985.0,Start,66.53399999999999,ASIA
Kriengsak Chareonwongsak,Thailand,799071049.0,C,66.53399999999999,ASIA
Apirak Kosayodhin,Thailand,799229500.0,C,66.53399999999999,ASIA
Chalerm Yubamrung,Thailand,799542380.0,C,66.53399999999999,ASIA
Pote Sarasin,Thailand,799552308.0,Start,66.53399999999999,ASIA
Prommin Lertsuridej,Thailand,799574155.0,C,66.53399999999999,ASIA
Kobsak Sabhavasu,Thailand,800362899.0,Stub,66.53399999999999,ASIA
Chatichai Choonhavan,Thailand,800363088.0,C,66.53399999999999,ASIA
Chuan Leekpai,Thailand,800509427.0,C,66.53399999999999,ASIA
Bhichai Rattakul,Thailand,800512702.0,Start,66.53399999999999,ASIA
Somsak Kiatsuranont,Thailand,800681527.0,Start,66.53399999999999,ASIA
Ekkayuth Anchanbutr,Thailand,801240297.0,Start,66.53399999999999,ASIA
Sanoh Thienthong,Thailand,801402535.0,B,66.53399999999999,ASIA
Kittiratt Na-Ranong,Thailand,801439557.0,C,66.53399999999999,ASIA
Pongpol Adireksarn,Thailand,802098735.0,Start,66.53399999999999,ASIA
Banharn Silpa-archa,Thailand,802255975.0,C,66.53399999999999,ASIA
Thanin Kraivichien,Thailand,802483893.0,Start,66.53399999999999,ASIA
Payao Poontarat,Thailand,802532737.0,Start,66.53399999999999,ASIA
Newin Chidchob,Thailand,803075734.0,Start,66.53399999999999,ASIA
Lursakdi Sampatisiri,Thailand,803198465.0,C,66.53399999999999,ASIA
Piyasvasti Amranand,Thailand,803306876.0,Start,66.53399999999999,ASIA
Boonsanong Punyodyana,Thailand,803589265.0,Start,66.53399999999999,ASIA
Paradorn Srichaphan,Thailand,803590415.0,C,66.53399999999999,ASIA
Korn Dabbaransi,Thailand,803745076.0,Start,66.53399999999999,ASIA
Chamlong Srimuang,Thailand,803852457.0,B,66.53399999999999,ASIA
Pramarn Adireksarn,Thailand,803852940.0,C,66.53399999999999,ASIA
Thammarak Isarangkura na Ayudhaya,Thailand,803853308.0,Stub,66.53399999999999,ASIA
Bhichit Rattakul,Thailand,803853877.0,Stub,66.53399999999999,ASIA
Suthawan Sathirathai,Thailand,804292734.0,Stub,66.53399999999999,ASIA
Wannarat Channukul,Thailand,804485620.0,Start,66.53399999999999,ASIA
Plaek Phibunsongkhram,Thailand,804545287.0,C,66.53399999999999,ASIA
Somkid Jatusripitak,Thailand,805518779.0,C,66.53399999999999,ASIA
Booneua Prasertsuwan,Thailand,805860636.0,Start,66.53399999999999,ASIA
Thita Manitkul,Thailand,805878430.0,C,66.53399999999999,ASIA
Chuwit Jitsakul,Thailand,805926991.0,Start,66.53399999999999,ASIA
Abhisit Vejjajiva,Thailand,806148761.0,GA,66.53399999999999,ASIA
Luang Wichitwathakan,Thailand,806169457.0,C,66.53399999999999,ASIA
Pridi Banomyong,Thailand,806169671.0,C,66.53399999999999,ASIA
Sukhumbhand Paribatra,Thailand,806175199.0,C,66.53399999999999,ASIA
Sudarat Keyuraphan,Thailand,806175456.0,Start,66.53399999999999,ASIA
Chanut Piyaoui,Thailand,806175512.0,C,66.53399999999999,ASIA
Chirayu Isarangkun Na Ayuthaya,Thailand,806192640.0,Start,66.53399999999999,ASIA
Chitchai Wannasathit,Thailand,806199330.0,Stub,66.53399999999999,ASIA
Yaowapa Boorapolchai,Thailand,806257334.0,Start,66.53399999999999,ASIA
Suchinda Kraprayoon,Thailand,806575166.0,C,66.53399999999999,ASIA
Thaksin Shinawatra,Thailand,806614200.0,B,66.53399999999999,ASIA
Khaosai Galaxy,Thailand,806735150.0,C,66.53399999999999,ASIA
Anand Panyarachun,Thailand,807014207.0,GA,66.53399999999999,ASIA
Sitthichai Pokai-udom,Thailand,807219047.0,Start,66.53399999999999,ASIA
Yingluck Shinawatra,Thailand,807254036.0,B,66.53399999999999,ASIA
Prateep Ungsongtham Hata,Thailand,807338548.0,C,66.53399999999999,ASIA
Samak Sundaravej,Thailand,807340515.0,GA,66.53399999999999,ASIA
Borwornsak Uwanno,Thailand,807386686.0,C,66.53399999999999,ASIA
Fritz Hofmann (politician),Switzerland,699244801.0,Stub,8.634,EUROPE
Theodor Ab Yberg,Switzerland,703463813.0,Start,8.634,EUROPE
Max Binder,Switzerland,703925527.0,Stub,8.634,EUROPE
Pierre Muller,Switzerland,704830391.0,Stub,8.634,EUROPE
Peter Friederich,Switzerland,704987150.0,Stub,8.634,EUROPE
Kurt Meyer (Lucerne),Switzerland,705570766.0,Stub,8.634,EUROPE
Hans-Jürg Fehr,Switzerland,706240609.0,Stub,8.634,EUROPE
Rolf Büttiker,Switzerland,706345809.0,Stub,8.634,EUROPE
Hanspeter Seiler,Switzerland,706348891.0,Stub,8.634,EUROPE
Jean-Philippe Maitre,Switzerland,706822425.0,Stub,8.634,EUROPE
Felix Walker (Swiss politician),Switzerland,707140404.0,Stub,8.634,EUROPE
Gallus Jacob Baumgartner,Switzerland,708570535.0,Start,8.634,EUROPE
Jean-Noël Rey,Switzerland,708789334.0,Start,8.634,EUROPE
Peter Bieri (politician),Switzerland,709838505.0,Stub,8.634,EUROPE
Niklaus Dachselhofer,Switzerland,709969320.0,Stub,8.634,EUROPE
Pierre François Bellot,Switzerland,710282316.0,Stub,8.634,EUROPE
Pius Segmüller,Switzerland,710666365.0,Stub,8.634,EUROPE
Flavio Maspoli,Switzerland,711466343.0,Stub,8.634,EUROPE
Robert Cramer (Swiss politician),Switzerland,712834550.0,Stub,8.634,EUROPE
Ulrich Schlüer,Switzerland,712834967.0,Start,8.634,EUROPE
Adrian Amstutz,Switzerland,712886439.0,Start,8.634,EUROPE
André Bugnon,Switzerland,713008913.0,Stub,8.634,EUROPE
Ulrich Giezendanner,Switzerland,713500223.0,Start,8.634,EUROPE
Yann Richter,Switzerland,714886828.0,Stub,8.634,EUROPE
Bruno Hunziker,Switzerland,715067469.0,Start,8.634,EUROPE
Tilo Frey,Switzerland,715221232.0,Stub,8.634,EUROPE
Hannes Germann,Switzerland,715644976.0,Stub,8.634,EUROPE
Caspar Baader,Switzerland,715662306.0,Stub,8.634,EUROPE
Ruedi Lustenberger,Switzerland,715676648.0,Stub,8.634,EUROPE
Peter Ochs,Switzerland,716174219.0,Start,8.634,EUROPE
Kurt Fluri,Switzerland,717720616.0,Stub,8.634,EUROPE
Peter-Josef Schallberger,Switzerland,718100580.0,Stub,8.634,EUROPE
David Hess (painter),Switzerland,718424630.0,Start,8.634,EUROPE
Charles-Alexandre Steinhäuslin,Switzerland,718621498.0,Start,8.634,EUROPE
Evaristo Garbani-Nerini,Switzerland,719815008.0,Stub,8.634,EUROPE
Cédric Wermuth,Switzerland,720723194.0,Stub,8.634,EUROPE
Friedrich Huwyler,Switzerland,722002833.0,Stub,8.634,EUROPE
Antoinette Quinche,Switzerland,722703985.0,Stub,8.634,EUROPE
Gertrud Haldimann,Switzerland,722704470.0,Stub,8.634,EUROPE
Marco Borradori,Switzerland,723108210.0,Stub,8.634,EUROPE
Pierre Fatio,Switzerland,723565800.0,Start,8.634,EUROPE
Georgie Lamon,Switzerland,723747662.0,Stub,8.634,EUROPE
August Stähelin,Switzerland,723967575.0,Stub,8.634,EUROPE
Eduard Häberlin,Switzerland,723979678.0,Stub,8.634,EUROPE
Christian Sahli,Switzerland,723979757.0,Stub,8.634,EUROPE
Florian Gengel,Switzerland,724014779.0,Stub,8.634,EUROPE
Adolphe Jordan,Switzerland,724016053.0,Stub,8.634,EUROPE
Oskar Munzinger,Switzerland,724016140.0,Stub,8.634,EUROPE
Fritz Göttisheim,Switzerland,724016310.0,Stub,8.634,EUROPE
Gustav Muheim,Switzerland,724016358.0,Stub,8.634,EUROPE
Filippo Lombardi (politician),Switzerland,724019160.0,Stub,8.634,EUROPE
Paul Scherrer (politician),Switzerland,724044322.0,Stub,8.634,EUROPE
Paul Emil Usteri,Switzerland,724046246.0,Stub,8.634,EUROPE
Gottfried Kunz,Switzerland,724046271.0,Stub,8.634,EUROPE
Eugène Richard,Switzerland,724046294.0,Stub,8.634,EUROPE
Eduard Blösch,Switzerland,724057022.0,Stub,8.634,EUROPE
Friedrich Siegfried,Switzerland,724057168.0,Stub,8.634,EUROPE
Karl Karrer,Switzerland,724061784.0,Stub,8.634,EUROPE
Gottlieb Jäger,Switzerland,724061854.0,Stub,8.634,EUROPE
Melchior Römer,Switzerland,724073804.0,Stub,8.634,EUROPE
Johannes Stössel,Switzerland,724074282.0,Stub,8.634,EUROPE
Friedrich Heinrich Häberlin,Switzerland,724074496.0,Stub,8.634,EUROPE
August Suter,Switzerland,724078456.0,Stub,8.634,EUROPE
Fritz Bühlmann,Switzerland,724081099.0,Stub,8.634,EUROPE
Karl Emil Wild,Switzerland,724092845.0,Stub,8.634,EUROPE
Niklaus Niggeler,Switzerland,724510066.0,Stub,8.634,EUROPE
Jean-François Leuba,Switzerland,725248688.0,Stub,8.634,EUROPE
Otto Hunziker,Switzerland,726687211.0,Stub,8.634,EUROPE
Georg Friedrich Heilmann,Switzerland,728148690.0,Stub,8.634,EUROPE
List of Presidents of the Swiss Diet,Switzerland,730828062.0,Start,8.634,EUROPE
Léon Nicole,Switzerland,730875378.0,Stub,8.634,EUROPE
Maximilian Jaeger,Switzerland,731124391.0,Stub,8.634,EUROPE
Paul Speiser,Switzerland,733464779.0,Stub,8.634,EUROPE
Virgile Rossel,Switzerland,733509439.0,Start,8.634,EUROPE
Jules Roguin,Switzerland,733931731.0,Stub,8.634,EUROPE
Arnold Otto Aepli,Switzerland,733932577.0,Stub,8.634,EUROPE
Albert Ammann,Switzerland,733932605.0,Stub,8.634,EUROPE
Martin Birmann,Switzerland,733932704.0,Stub,8.634,EUROPE
Othmar Blumer,Switzerland,733932731.0,Stub,8.634,EUROPE
Alphonse Bory,Switzerland,733932743.0,Stub,8.634,EUROPE
Charles Friderich,Switzerland,733933120.0,Stub,8.634,EUROPE
Daniel Wirth,Switzerland,733933147.0,Stub,8.634,EUROPE
Gottlieb Ziegler,Switzerland,733933162.0,Stub,8.634,EUROPE
Carl Feer-Herzog,Switzerland,733933184.0,Stub,8.634,EUROPE
James Fazy,Switzerland,733933194.0,Stub,8.634,EUROPE
Friedrich Eggli,Switzerland,733933207.0,Stub,8.634,EUROPE
Johann Jakob Trog,Switzerland,733933288.0,Stub,8.634,EUROPE
Heinrich Gustav Schoch,Switzerland,733933329.0,Stub,8.634,EUROPE
Antoine Vessaz,Switzerland,733933369.0,Stub,8.634,EUROPE
Henri Gaspard de Schaller,Switzerland,733933407.0,Stub,8.634,EUROPE
Peter Gerber (politician),Switzerland,733933421.0,Stub,8.634,EUROPE
Henri de Torrenté,Switzerland,733933448.0,Stub,8.634,EUROPE
Johann Jakob Hohl,Switzerland,733933470.0,Stub,8.634,EUROPE
Luzius Raschein,Switzerland,733933497.0,Stub,8.634,EUROPE
Josef Hildebrand (politician),Switzerland,733933517.0,Stub,8.634,EUROPE
Rinaldo Simen,Switzerland,733933539.0,Stub,8.634,EUROPE
Aimé Humbert,Switzerland,733933668.0,Stub,8.634,EUROPE
Adam Herzog,Switzerland,733933683.0,Stub,8.634,EUROPE
Nicolaus Hermann,Switzerland,733933703.0,Stub,8.634,EUROPE
Georg Leumann,Switzerland,733933806.0,Stub,8.634,EUROPE
Alphons Koechlin,Switzerland,733933821.0,Stub,8.634,EUROPE
Armin Kellersberger,Switzerland,733933846.0,Stub,8.634,EUROPE
Emil Isler,Switzerland,733933865.0,Stub,8.634,EUROPE
Wilhelm Vigier,Switzerland,733934068.0,Stub,8.634,EUROPE
Casimir Pfyffer,Switzerland,733934107.0,Stub,8.634,EUROPE
Jakob Huldreich Bachmann,Switzerland,733934176.0,Stub,8.634,EUROPE
Joseph Stockmar,Switzerland,733934199.0,Stub,8.634,EUROPE
Rudolf Gallati,Switzerland,733934228.0,Stub,8.634,EUROPE
Arnold Robert,Switzerland,733934781.0,Stub,8.634,EUROPE
Antonio Riva (politician),Switzerland,733934800.0,Stub,8.634,EUROPE
Robert Reimann (politician),Switzerland,733935182.0,Stub,8.634,EUROPE
Karl Reichlin,Switzerland,733935235.0,Stub,8.634,EUROPE
Albert Scherb,Switzerland,733935298.0,Stub,8.634,EUROPE
Samuel Schwarz (politician),Switzerland,733935344.0,Stub,8.634,EUROPE
Abraham Stocker,Switzerland,733935349.0,Stub,8.634,EUROPE
Adrien Thélin,Switzerland,733935360.0,Stub,8.634,EUROPE
Robert Grieshaber,Switzerland,733935371.0,Stub,8.634,EUROPE
Johann Joseph Keel,Switzerland,733935395.0,Stub,8.634,EUROPE
Hermann Heller (Swiss politician),Switzerland,733935418.0,Stub,8.634,EUROPE
Clemens Iten,Switzerland,733935456.0,Stub,8.634,EUROPE
Johann Weber,Switzerland,733935517.0,Stub,8.634,EUROPE
Adalbert Wirz,Switzerland,733935593.0,Stub,8.634,EUROPE
Theodor Wirz,Switzerland,733935611.0,Stub,8.634,EUROPE
Esajas Zweifel,Switzerland,733935636.0,Stub,8.634,EUROPE
Andreas Rudolf von Planta,Switzerland,733935684.0,Stub,8.634,EUROPE
Eduard Marti,Switzerland,733935789.0,Stub,8.634,EUROPE
Erwin Kurz,Switzerland,733935804.0,Stub,8.634,EUROPE
Jakob Robert Steiger,Switzerland,733935868.0,Stub,8.634,EUROPE
Johann Matthias Hungerbühler,Switzerland,733935874.0,Stub,8.634,EUROPE
Jules Martin,Switzerland,733935894.0,Stub,8.634,EUROPE
Jules Philippin,Switzerland,733935909.0,Stub,8.634,EUROPE
Simon Kaiser,Switzerland,733935913.0,Stub,8.634,EUROPE
Henri Morel (Swiss politician),Switzerland,733935981.0,Stub,8.634,EUROPE
Georges Favon,Switzerland,733935992.0,Stub,8.634,EUROPE
Karl Zyro,Switzerland,733936004.0,Stub,8.634,EUROPE
Karl Burckhardt,Switzerland,733936013.0,Stub,8.634,EUROPE
Arnold Künzli,Switzerland,733936025.0,Stub,8.634,EUROPE
Rudolf Brunner,Switzerland,733936036.0,Stub,8.634,EUROPE
Joseph Kuntschen,Switzerland,733936080.0,Stub,8.634,EUROPE
Carl Spahn,Switzerland,733936085.0,Stub,8.634,EUROPE
Ludwig Pfyffer,Switzerland,735395347.0,Start,8.634,EUROPE
Karl Rudolf Stehlin,Switzerland,738234487.0,Stub,8.634,EUROPE
Casimir von Arx,Switzerland,738427705.0,Stub,8.634,EUROPE
Sigmund von Erlach,Switzerland,738911453.0,Stub,8.634,EUROPE
Giovanni Battista Pioda,Switzerland,739400678.0,Stub,8.634,EUROPE
Jean-Jacques Challet-Venel,Switzerland,739400938.0,Stub,8.634,EUROPE
Victor Ruffy,Switzerland,739401090.0,Stub,8.634,EUROPE
Fridolin Anderwert,Switzerland,739401500.0,Stub,8.634,EUROPE
Wilhelm Hertenstein,Switzerland,739401803.0,Stub,8.634,EUROPE
Josef Anton Schobinger,Switzerland,739403621.0,Stub,8.634,EUROPE
Camille Decoppet,Switzerland,739403995.0,Stub,8.634,EUROPE
Edmund Schulthess,Switzerland,739404075.0,Start,8.634,EUROPE
Ernest Chuard,Switzerland,739404490.0,Stub,8.634,EUROPE
Rudolf Minger,Switzerland,739404936.0,Stub,8.634,EUROPE
Johannes Baumann,Switzerland,739405086.0,Stub,8.634,EUROPE
Hermann Obrecht,Switzerland,739405283.0,Stub,8.634,EUROPE
Ernst Wetter,Switzerland,739405377.0,Stub,8.634,EUROPE
Ernst Nobs,Switzerland,739405772.0,Stub,8.634,EUROPE
Rodolphe Rubattel,Switzerland,739405934.0,Stub,8.634,EUROPE
Josef Escher,Switzerland,739406286.0,Stub,8.634,EUROPE
Markus Feldmann,Switzerland,739406423.0,Stub,8.634,EUROPE
Max Weber (Swiss politician),Switzerland,739406530.0,Stub,8.634,EUROPE
Paul Chaudet,Switzerland,739406773.0,Stub,8.634,EUROPE
Giuseppe Lepori,Switzerland,739406906.0,Stub,8.634,EUROPE
Hans-Peter Tschudi,Switzerland,739407434.0,Start,8.634,EUROPE
Rudolf Gnägi,Switzerland,739407708.0,Stub,8.634,EUROPE
Nello Celio,Switzerland,739408655.0,Stub,8.634,EUROPE
Ernst Brugger,Switzerland,739408779.0,Stub,8.634,EUROPE
Fritz Honegger,Switzerland,739409211.0,Stub,8.634,EUROPE
Arnold Koller,Switzerland,739409914.0,Stub,8.634,EUROPE
Charles Estoppey,Switzerland,739416130.0,Stub,8.634,EUROPE
Karl Hoffmann (Swiss politician),Switzerland,739416341.0,Stub,8.634,EUROPE
Arthur Dunkel,Switzerland,741580733.0,Stub,8.634,EUROPE
Walther Bringolf,Switzerland,743335254.0,Stub,8.634,EUROPE
Abel Socin,Switzerland,744730246.0,Stub,8.634,EUROPE
Alexandre Gavard,Switzerland,749307879.0,Stub,8.634,EUROPE
Josef Winiger (politician),Switzerland,751440190.0,Stub,8.634,EUROPE
Christophe Darbellay,Switzerland,752364970.0,Stub,8.634,EUROPE
Arthur Eugster,Switzerland,753149346.0,Stub,8.634,EUROPE
Louis Martin (Swiss politician),Switzerland,754589893.0,Stub,8.634,EUROPE
Eric Weber,Switzerland,755204009.0,Start,8.634,EUROPE
Ludwig von Moos,Switzerland,755361431.0,Stub,8.634,EUROPE
Hans Kaufmann,Switzerland,756945249.0,Start,8.634,EUROPE
Hedi Lang,Switzerland,757341135.0,Stub,8.634,EUROPE
Heinrich Escher,Switzerland,757387513.0,Stub,8.634,EUROPE
Gertrud Heinzelmann,Switzerland,759446139.0,Stub,8.634,EUROPE
Giorgio Giudici,Switzerland,759607758.0,Stub,8.634,EUROPE
Didier Pfirter,Switzerland,760187290.0,Stub,8.634,EUROPE
Karl Kobelt,Switzerland,760325233.0,Start,8.634,EUROPE
Leon Schlumpf,Switzerland,760477125.0,Stub,8.634,EUROPE
Ida Glanzmann,Switzerland,760560737.0,Stub,8.634,EUROPE
Gottlieb Duttweiler,Switzerland,761581631.0,Start,8.634,EUROPE
Paul Usteri,Switzerland,762646607.0,Stub,8.634,EUROPE
Franz Nietlispach,Switzerland,765750803.0,Start,8.634,EUROPE
Karl Otto Hunziker,Switzerland,767120466.0,Start,8.634,EUROPE
Rudolf Reichling,Switzerland,767500370.0,Stub,8.634,EUROPE
Ulrich Meister,Switzerland,768650593.0,Stub,8.634,EUROPE
Walther Stampfli,Switzerland,770869552.0,Stub,8.634,EUROPE
Flavio Cotti,Switzerland,771983717.0,Stub,8.634,EUROPE
René Felber,Switzerland,771983742.0,Stub,8.634,EUROPE
Willy Spühler,Switzerland,771983807.0,Stub,8.634,EUROPE
Friedrich Traugott Wahlen,Switzerland,771983830.0,Start,8.634,EUROPE
Arthur Hoffmann (politician),Switzerland,771984369.0,Stub,8.634,EUROPE
Ludwig Forrer,Switzerland,771984412.0,Stub,8.634,EUROPE
Marc-Émile Ruchet,Switzerland,771984511.0,Stub,8.634,EUROPE
Robert Comtesse,Switzerland,771984734.0,Stub,8.634,EUROPE
Adolf Deucher,Switzerland,771984738.0,Stub,8.634,EUROPE
Ernst Brenner,Switzerland,771984748.0,Stub,8.634,EUROPE
Josef Zemp,Switzerland,771984863.0,Stub,8.634,EUROPE
Numa Droz,Switzerland,771985425.0,Start,8.634,EUROPE
Emil Welti,Switzerland,771985814.0,Start,8.634,EUROPE
Louis Ruchonnet,Switzerland,771985819.0,Stub,8.634,EUROPE
Simeon Bavier,Switzerland,771985822.0,Stub,8.634,EUROPE
Paul Cérésole,Switzerland,771986147.0,Stub,8.634,EUROPE
Joachim Heer,Switzerland,771986152.0,Stub,8.634,EUROPE
Bernhard Hammer,Switzerland,771986156.0,Stub,8.634,EUROPE
Johann Jakob Scherer,Switzerland,771986157.0,Stub,8.634,EUROPE
Jakob Dubs,Switzerland,771986585.0,Stub,8.634,EUROPE
Henri Druey,Switzerland,771987151.0,Start,8.634,EUROPE
Constant Fornerod,Switzerland,771987158.0,Stub,8.634,EUROPE
Melchior Josef Martin Knüsel,Switzerland,771987164.0,Stub,8.634,EUROPE
Friedrich Frey-Herosé,Switzerland,771987172.0,Stub,8.634,EUROPE
Josef Munzinger,Switzerland,771987192.0,Stub,8.634,EUROPE
Jules Repond,Switzerland,771998604.0,Start,8.634,EUROPE
Jörg De Bernardi,Switzerland,772116849.0,Start,8.634,EUROPE
Walter Hauser,Switzerland,773513077.0,Stub,8.634,EUROPE
Urs Glutz von Blotzheim,Switzerland,773968414.0,Stub,8.634,EUROPE
Adolf Germann,Switzerland,775597386.0,Stub,8.634,EUROPE
Alfred von Planta,Switzerland,775597935.0,Stub,8.634,EUROPE
