page,country,rev_id,prediction,population,region
Darshan Singh Kaypee,India,779939769.0,Stub,1400.1,ASIA
Kuka Parray,India,780399858.0,Stub,1400.1,ASIA
Anubhav Patnaik,India,780455934.0,Stub,1400.1,ASIA
Political views of Subhas Chandra Bose,India,780625216.0,B,1400.1,ASIA
Kamala Sinha,India,781604853.0,Start,1400.1,ASIA
Parimal Nathwani,India,781815710.0,C,1400.1,ASIA
Suman Patil,India,782032727.0,Stub,1400.1,ASIA
Diwan Chaman Lall,India,782166820.0,Stub,1400.1,ASIA
Allah Bux Soomro,India,782209943.0,GA,1400.1,ASIA
Garikapati Mohan Rao,India,782226599.0,Stub,1400.1,ASIA
Haji Abdul Salam,India,782233701.0,Stub,1400.1,ASIA
Doman Singh Nagpure,India,782257988.0,Stub,1400.1,ASIA
Maharaja Sir Kishen Pershad,India,782308382.0,Stub,1400.1,ASIA
Iftikhar Khan (governor),India,782354268.0,Stub,1400.1,ASIA
G. Raj Kumar,India,782436817.0,Stub,1400.1,ASIA
Mukrand Rai,India,782477269.0,Stub,1400.1,ASIA
K. Kannaiyan,India,782485801.0,Start,1400.1,ASIA
Badal Patralekh,India,782631095.0,Stub,1400.1,ASIA
Kamal Singh Narzary,India,782691758.0,Stub,1400.1,ASIA
Political families of Uttar Pradesh,India,782768860.0,Start,1400.1,ASIA
Manoj Pradhan,India,783261429.0,C,1400.1,ASIA
Sukhdev Rajbhar,India,783505381.0,Stub,1400.1,ASIA
Qudsia Begum,India,783597538.0,Start,1400.1,ASIA
P. K. Banerjee (Indian diplomat),India,783625963.0,Stub,1400.1,ASIA
Political families of Andhra Pradesh,India,783796404.0,Start,1400.1,ASIA
Mahipal Shastri,India,784082773.0,Stub,1400.1,ASIA
Meghraj Tawar,India,784334470.0,C,1400.1,ASIA
Melhupra Vero,India,784397096.0,Stub,1400.1,ASIA
P. V. Kurian,India,784634784.0,Stub,1400.1,ASIA
Chakravarthi V. Narasimhan,India,784647544.0,Start,1400.1,ASIA
Shahab-ud-Din Virk,India,784656510.0,Stub,1400.1,ASIA
Abdul Haye,India,784656568.0,Start,1400.1,ASIA
P. C. Bhattacharya,India,784789944.0,Start,1400.1,ASIA
Uday Bhembre,India,784799587.0,C,1400.1,ASIA
Kandula Obul Reddy,India,785060541.0,Stub,1400.1,ASIA
Nagendra Nath Jha,India,785138921.0,Stub,1400.1,ASIA
Thakur Ram Singh (revolutionary),India,785155525.0,Stub,1400.1,ASIA
Nand Kumar Patel,India,785263010.0,Start,1400.1,ASIA
Uday Mudliyar,India,785263204.0,Stub,1400.1,ASIA
S.M. Siddaiah,India,785288787.0,Stub,1400.1,ASIA
Sangram Yadav,India,785459160.0,Stub,1400.1,ASIA
Chandra Prakash Choudhary,India,785509091.0,Stub,1400.1,ASIA
Tirong Aboh,India,785792156.0,Stub,1400.1,ASIA
Pasang Dorjee Sona,India,785792184.0,Stub,1400.1,ASIA
Tatung Jamoh,India,785792198.0,Stub,1400.1,ASIA
Nyamar Karbak,India,785792204.0,Stub,1400.1,ASIA
Wanglin Lowangdong,India,785792222.0,Stub,1400.1,ASIA
Punji Mara,India,785792227.0,Stub,1400.1,ASIA
Mutchu Mithi,India,785792238.0,Stub,1400.1,ASIA
Takam Pario,India,785792256.0,Stub,1400.1,ASIA
Likha Saaya,India,785792287.0,Stub,1400.1,ASIA
Wanglam Sawin,India,785792289.0,Stub,1400.1,ASIA
Pani Taram,India,785792313.0,Stub,1400.1,ASIA
Tsering Tashi,India,785792318.0,Stub,1400.1,ASIA
Sudarshan Agarwal,India,785899430.0,Stub,1400.1,ASIA
Thottakkattu Madhaviamma,India,786044577.0,Stub,1400.1,ASIA
Narmada Akka,India,786112902.0,C,1400.1,ASIA
Khalil ur Rahman (politician),India,786230150.0,Stub,1400.1,ASIA
Datta Dalvi,India,786481109.0,Stub,1400.1,ASIA
Najm-i-Sani dynasty,India,786538040.0,Stub,1400.1,ASIA
Inder Pal Khosla,India,786591280.0,Stub,1400.1,ASIA
Meera Deepak Yadav,India,786691702.0,Stub,1400.1,ASIA
S. S. Kolkebail,India,786714076.0,Stub,1400.1,ASIA
P. Selvie Das,India,786876040.0,Stub,1400.1,ASIA
A. K. S. Usgaonkar,India,787142416.0,Stub,1400.1,ASIA
Manmohan Malhoutra,India,787157759.0,Stub,1400.1,ASIA
"Gandhi, Fighter Without a Sword",India,787357232.0,Stub,1400.1,ASIA
Matters of Discretion,India,787357762.0,Stub,1400.1,ASIA
Letters from a Father to His Daughter,India,787357964.0,Stub,1400.1,ASIA
Nekkhomang Neihsial,India,787683163.0,Stub,1400.1,ASIA
V. Venkatasubha Reddiar,India,787775041.0,Start,1400.1,ASIA
"Political families of Punjab, India",India,788091312.0,Start,1400.1,ASIA
Harmeet Singh Kalka,India,788225929.0,Stub,1400.1,ASIA
Arti Mehra,India,788226101.0,Stub,1400.1,ASIA
Praful Goradia,India,788226833.0,Stub,1400.1,ASIA
Karan Dev Kamboj,India,788227720.0,Stub,1400.1,ASIA
Rao Narbir Singh,India,788227958.0,Start,1400.1,ASIA
Shamsheer Singh Manhas,India,788228676.0,Stub,1400.1,ASIA
Mahesh Poddar,India,788229081.0,Start,1400.1,ASIA
Sanjay Kakade,India,788231384.0,Stub,1400.1,ASIA
Gangmumei Kamei,India,788232679.0,Stub,1400.1,ASIA
Radhabinod Koijam,India,788232701.0,Start,1400.1,ASIA
Khwairakpam Loken Singh,India,788232721.0,Stub,1400.1,ASIA
Mohan Charan Majhi,India,788234283.0,Stub,1400.1,ASIA
Vembaukum Sadagopacharlu,India,788238079.0,Stub,1400.1,ASIA
Sami Venkatachalam Chetty,India,788238631.0,Stub,1400.1,ASIA
Angad Singh,India,788422608.0,Stub,1400.1,ASIA
Maya Kodnani,India,788467526.0,C,1400.1,ASIA
Rajinder Beri,India,788482166.0,Stub,1400.1,ASIA
Mirza Mohammad Afzal Beg,India,788622834.0,Start,1400.1,ASIA
Subhash Pasi,India,788705779.0,Stub,1400.1,ASIA
Sharad Vir Singh,India,788705855.0,Stub,1400.1,ASIA
Somjibhai Damor,India,788706986.0,Stub,1400.1,ASIA
Lalit Narayan Mishra,India,788709265.0,C,1400.1,ASIA
Abdul Rashid Shaheen,India,788709582.0,Stub,1400.1,ASIA
Sukhdev Singh Dhindsa,India,788713837.0,Stub,1400.1,ASIA
Tek Lal Mahto,India,788714182.0,Stub,1400.1,ASIA
Harcharan Singh Brar,India,788714542.0,Start,1400.1,ASIA
Pusapati Vijayarama Gajapati Raju,India,788714613.0,Start,1400.1,ASIA
K. L. Shrimali,India,788714784.0,Stub,1400.1,ASIA
Prem Kumar Sharma,India,788714872.0,Stub,1400.1,ASIA
Pratap Chandra Chunder,India,788715119.0,Start,1400.1,ASIA
Brij Lal Varma,India,788715122.0,Stub,1400.1,ASIA
Vishno Datt Sharma,India,788715322.0,Stub,1400.1,ASIA
Ujagar Singh Sekhwan,India,788715449.0,Stub,1400.1,ASIA
Prem Singh Chandumajra,India,788715891.0,Start,1400.1,ASIA
Kamakhya Narain Singh,India,788716039.0,Start,1400.1,ASIA
Aladi Aruna,India,788716246.0,C,1400.1,ASIA
Dadichiluka Veera Gouri Sankara Rao,India,788719482.0,Start,1400.1,ASIA
Surendra Mishra,India,788719515.0,Stub,1400.1,ASIA
P. A. Antony,India,788719751.0,Stub,1400.1,ASIA
Maulana Abdur Rahman,India,788719799.0,Stub,1400.1,ASIA
Krishna Desai,India,788719883.0,Start,1400.1,ASIA
Hassan Khan,India,788719990.0,Start,1400.1,ASIA
Muhi Ram Saikia,India,788720612.0,Stub,1400.1,ASIA
Liladhar Kotoki,India,788720617.0,Stub,1400.1,ASIA
Neelalohithadasan Nadar,India,788720727.0,Start,1400.1,ASIA
Pius Tirkey,India,788721039.0,Stub,1400.1,ASIA
S. M. Banerjee,India,788721217.0,Start,1400.1,ASIA
Chintaman Vanaga,India,788721241.0,Stub,1400.1,ASIA
Kanwar Lal Gupta,India,788721424.0,Stub,1400.1,ASIA
Manohar Lal Sondhi,India,788721427.0,Stub,1400.1,ASIA
Gopal Mayekar,India,788721553.0,Stub,1400.1,ASIA
Surendranath Dwivedy,India,788721884.0,Start,1400.1,ASIA
Dhanaji Sitaram Ahire,India,788722058.0,Stub,1400.1,ASIA
Thakur Baldev Singh,India,788722131.0,Stub,1400.1,ASIA
Kinder Lal,India,788722306.0,Stub,1400.1,ASIA
Maitreyee Bose,India,788722685.0,Stub,1400.1,ASIA
Ramakant Angle,India,788722885.0,Stub,1400.1,ASIA
Bhadreswar Tanti,India,788722887.0,Stub,1400.1,ASIA
Kalyan Jain,India,788722918.0,Stub,1400.1,ASIA
W. Wangyuh,India,788723375.0,Stub,1400.1,ASIA
Mani Charenamei,India,788723378.0,Stub,1400.1,ASIA
Madhu Koda,India,788723483.0,C,1400.1,ASIA
Harish Nagpal,India,788723730.0,Stub,1400.1,ASIA
Hemlal Murmu,India,788723948.0,Stub,1400.1,ASIA
Sajjad Gani Lone,India,788724171.0,Start,1400.1,ASIA
Tarun Mandal,India,788724473.0,Start,1400.1,ASIA
Rajan Sushant,India,788724675.0,Stub,1400.1,ASIA
Anand Sen Yadav,India,788724982.0,Stub,1400.1,ASIA
Hemant Soren,India,788725007.0,Start,1400.1,ASIA
Sewa Singh Sekhwan,India,788725122.0,Stub,1400.1,ASIA
Zafar Saifullah,India,788725225.0,Stub,1400.1,ASIA
C. M. Chang,India,788725403.0,Stub,1400.1,ASIA
Sharanjit Singh Dhillon,India,788725468.0,Stub,1400.1,ASIA
Ismail Hussain,India,788725493.0,Stub,1400.1,ASIA
Joseph Toppo,India,788725509.0,Stub,1400.1,ASIA
Arjun Roy,India,788725525.0,Stub,1400.1,ASIA
Pradeep Kumar Majhi,India,788725613.0,C,1400.1,ASIA
V. P. Sajeendran,India,788726092.0,Stub,1400.1,ASIA
Harmeet Singh Sandhu,India,788726271.0,Stub,1400.1,ASIA
Nawang Rigzin Jora,India,788726430.0,Stub,1400.1,ASIA
Yashwant Singh,India,788727017.0,Stub,1400.1,ASIA
Ranjit Singh Brahmpura,India,788727047.0,Stub,1400.1,ASIA
Joice George,India,788727103.0,Stub,1400.1,ASIA
Kamakhya Prasad Tasa,India,788727152.0,Stub,1400.1,ASIA
Dharmendra Kashyap,India,788727163.0,Stub,1400.1,ASIA
Vijay Hansdak,India,788727205.0,Stub,1400.1,ASIA
Tariq Hameed Karra,India,788727281.0,Stub,1400.1,ASIA
Sunil Kumar Singh,India,788727284.0,Stub,1400.1,ASIA
Tapas Mandal,India,788727379.0,Stub,1400.1,ASIA
Shrikant Shinde,India,788727530.0,Stub,1400.1,ASIA
Charanjeet Singh Rori,India,788727561.0,Stub,1400.1,ASIA
Krishan Tyagi,India,788727757.0,Stub,1400.1,ASIA
Vinayakrao Kishanrao Jadhav Patil,India,788727843.0,Stub,1400.1,ASIA
Sangram Arun Jagtap,India,788727845.0,Stub,1400.1,ASIA
Shirish Hiralal Chaudhari,India,788727861.0,Stub,1400.1,ASIA
Ravi Rana,India,788727885.0,Stub,1400.1,ASIA
Sat Prakash Rana,India,788728009.0,Stub,1400.1,ASIA
Ajeet Singh Kharkhari,India,788728013.0,Stub,1400.1,ASIA
Ajay Dutt,India,788728032.0,Start,1400.1,ASIA
Praveen Kumar (Delhi politician),India,788728055.0,Stub,1400.1,ASIA
Shiv Charan Goel,India,788728068.0,Stub,1400.1,ASIA
Vijender Garg Vijay,India,788728077.0,Stub,1400.1,ASIA
Rajesh Gupta,India,788728096.0,Stub,1400.1,ASIA
Ajesh Yadav,India,788728103.0,Start,1400.1,ASIA
Shri Dutt Sharma,India,788728119.0,Start,1400.1,ASIA
Rituraj Govind,India,788728123.0,Stub,1400.1,ASIA
Sukhvir Singh,India,788728136.0,Stub,1400.1,ASIA
Anil Sukhdevrao Bonde,India,788728302.0,Stub,1400.1,ASIA
Pankaj Bhujbal,India,788728347.0,Stub,1400.1,ASIA
Anosh Ekka,India,788728492.0,Stub,1400.1,ASIA
Bhanu Pratap Sahi,India,788728494.0,Stub,1400.1,ASIA
Pradeep Hemsingh Jadhav,India,788728497.0,Stub,1400.1,ASIA
Vasantrao Balwantrao Chavan,India,788728536.0,Stub,1400.1,ASIA
Aneesurrehman,India,788728613.0,Start,1400.1,ASIA
Ulhas Patil,India,788728977.0,Stub,1400.1,ASIA
Gaveet Nirmala Ramesh,India,788729238.0,Stub,1400.1,ASIA
Brindaban Goswami,India,788729435.0,Stub,1400.1,ASIA
Girindra Kumar Baruah,India,788729523.0,Stub,1400.1,ASIA
Phani Bhusan Choudhury,India,788729530.0,Stub,1400.1,ASIA
Bhabesh Kalita,India,788729609.0,Stub,1400.1,ASIA
Emmanuel Mosahary,India,788729803.0,Stub,1400.1,ASIA
Altaf Ahmad Wani,India,788729937.0,Stub,1400.1,ASIA
Jayantbhai Patel Boskey,India,788729976.0,Stub,1400.1,ASIA
Geeta Koda,India,788730179.0,Stub,1400.1,ASIA
Vikash Kumar Munda,India,788730183.0,Stub,1400.1,ASIA
Raj Kishore Mahato,India,788730186.0,Stub,1400.1,ASIA
Pawan Kumar Gupta,India,788730189.0,Stub,1400.1,ASIA
Karam Shyam,India,788730202.0,Stub,1400.1,ASIA
Neel Ratan,India,788730290.0,Stub,1400.1,ASIA
Hariram (politician),India,788730308.0,Stub,1400.1,ASIA
Rahul Prakash,India,788730311.0,Stub,1400.1,ASIA
Triveni Ram,India,788730317.0,Stub,1400.1,ASIA
Ramanand Baudh,India,788730320.0,Stub,1400.1,ASIA
Leena Tiwari,India,788730325.0,Stub,1400.1,ASIA
Amar Singh Chaudhary,India,788730330.0,Stub,1400.1,ASIA
Jamuna Prasad,India,788730333.0,Stub,1400.1,ASIA
M. Appavu,India,788764098.0,C,1400.1,ASIA
A. N. Munirathinam,India,788764209.0,Start,1400.1,ASIA
M. Abdul Lathief,India,788764226.0,Start,1400.1,ASIA
C. Chandrasekaran,India,788764305.0,Stub,1400.1,ASIA
B. M. Mubarak,India,788764592.0,Stub,1400.1,ASIA
Amjed Ullah Khan,India,788890404.0,Stub,1400.1,ASIA
Anand Kumar (sociologist),India,788966222.0,Start,1400.1,ASIA
Lal Bahadur Basnet,India,788967812.0,Start,1400.1,ASIA
Partap Singh Kairon,India,789139087.0,C,1400.1,ASIA
Nawab Ali Haider Khan,India,789230984.0,Stub,1400.1,ASIA
Animesh Debbarma,India,789246211.0,Stub,1400.1,ASIA
Eli Ben-Menachem,India,789321136.0,Start,1400.1,ASIA
Malkiat Singh Sidhu,India,789368369.0,Start,1400.1,ASIA
Badri Datt Pandey,India,789427354.0,Stub,1400.1,ASIA
Lalit Kumar (politician),India,789427710.0,Stub,1400.1,ASIA
Honey Benjamin,India,789444400.0,Stub,1400.1,ASIA
V. Rajendrababu,India,789444445.0,Start,1400.1,ASIA
Araber Rahaman,India,789591739.0,Stub,1400.1,ASIA
Lalit Maken,India,789735448.0,Start,1400.1,ASIA
Darshan Singh Canadian,India,789735998.0,Start,1400.1,ASIA
Shaminder Singh,India,789736744.0,Start,1400.1,ASIA
Muzaffar Hussain Baig,India,789761024.0,Start,1400.1,ASIA
Rajkumar Rai,India,789808071.0,Start,1400.1,ASIA
Chinmaya Gharekhan,India,789837081.0,Stub,1400.1,ASIA
Shashank (diplomat),India,789847231.0,Stub,1400.1,ASIA
Asgar Ali Karbalai,India,789891149.0,Start,1400.1,ASIA
Herbert William Emerson,India,789891504.0,Stub,1400.1,ASIA
Ashok Parnami,India,789915325.0,Stub,1400.1,ASIA
Azimulhaq Pahalwan,India,790082992.0,Start,1400.1,ASIA
Fazal Ali,India,790100161.0,Start,1400.1,ASIA
Shibdas Ghosh,India,790235504.0,Start,1400.1,ASIA
Dalip Mehta,India,790328535.0,Stub,1400.1,ASIA
Aftab Seth,India,790328590.0,Start,1400.1,ASIA
Pulavar K. Govindan,India,790334458.0,Start,1400.1,ASIA
T. N. Sadalakshmi,India,790378354.0,Start,1400.1,ASIA
Kanwar Lal Meena,India,790453225.0,Stub,1400.1,ASIA
And Who Will Make the Chapatis?,India,790461095.0,Start,1400.1,ASIA
Omprakash Babarao Kadu,India,790823169.0,Start,1400.1,ASIA
Bedabrata Barua,India,790914932.0,Stub,1400.1,ASIA
Sheila Kaul,India,790971111.0,C,1400.1,ASIA
Lakshmi N. Menon,India,790971261.0,Start,1400.1,ASIA
Sathyavani Muthu,India,790971572.0,C,1400.1,ASIA
Sanchaman Limboo,India,790974018.0,Stub,1400.1,ASIA
Bhagwan Singh Gyanee,India,791295147.0,Stub,1400.1,ASIA
Bhojsing Gurdinomal Pahalajani,India,791319177.0,Stub,1400.1,ASIA
Kumar Sushant Singh,India,791368367.0,Stub,1400.1,ASIA
Kamal Kishore Bhagat,India,791419006.0,Stub,1400.1,ASIA
Rasheed Masood,India,791419100.0,Start,1400.1,ASIA
Jagdish Sharma,India,791419261.0,Start,1400.1,ASIA
C.P. Narayanan,India,791432933.0,Stub,1400.1,ASIA
Binay Ranjan Sen,India,791485337.0,Start,1400.1,ASIA
Khagendra Nath Dasgupta,India,791557518.0,Start,1400.1,ASIA
Shurhozelie Liezietsu,India,791609826.0,Start,1400.1,ASIA
Arun Kumar Singh,India,791693207.0,Start,1400.1,ASIA
Jaffer Hussain,India,791722663.0,Stub,1400.1,ASIA
Amarnath Gami,India,791730250.0,Stub,1400.1,ASIA
Jagannath Mishra,India,791767179.0,Start,1400.1,ASIA
Gurjeet Singh Aujla,India,791824057.0,Stub,1400.1,ASIA
Hari Dev Joshi,India,791948212.0,Start,1400.1,ASIA
As'ad Madani,India,791972162.0,Stub,1400.1,ASIA
V. C. Palanisami Gounder,India,791994111.0,Stub,1400.1,ASIA
Hemchandra Kanungo,India,792057608.0,Start,1400.1,ASIA
David Jacob Cohen,India,792077230.0,Stub,1400.1,ASIA
Political families of West Bengal,India,792161177.0,Start,1400.1,ASIA
Parthasarathy Reddy,India,792162276.0,Stub,1400.1,ASIA
C. Jayan Babu,India,792184118.0,Stub,1400.1,ASIA
M. Bhaskaran,India,792184265.0,Stub,1400.1,ASIA
K. Venkatesh,India,792315756.0,Stub,1400.1,ASIA
Madhavrao Bagal,India,792316482.0,C,1400.1,ASIA
K. Kunhali,India,792391246.0,Start,1400.1,ASIA
Shanti Swaroop Dhavan,India,792507219.0,Start,1400.1,ASIA
Alimineti Madhava Reddy,India,792590145.0,Start,1400.1,ASIA
Satish Chavan,India,792896300.0,Stub,1400.1,ASIA
Minimata Agam Dass Guru,India,793028762.0,Start,1400.1,ASIA
Mohan Lal Chakma,India,793107823.0,Stub,1400.1,ASIA
Kalpana Saini,India,793209526.0,Start,1400.1,ASIA
Sanju Devi,India,793216451.0,Stub,1400.1,ASIA
Brahm Dutt Dwivedi,India,793216514.0,Stub,1400.1,ASIA
Rajbala,India,793216860.0,Stub,1400.1,ASIA
Vikramjeet (politician),India,793217757.0,Stub,1400.1,ASIA
Sahender Singh,India,793218288.0,Stub,1400.1,ASIA
Ambika Soni,India,793221762.0,Start,1400.1,ASIA
Kahkashan Perween,India,793222263.0,Stub,1400.1,ASIA
Mahila Rashtriya Sangha,India,793222606.0,C,1400.1,ASIA
Chandrima Bhattacharya,India,793225033.0,Stub,1400.1,ASIA
Haider Aziz Safwi,India,793244092.0,Start,1400.1,ASIA
Maganbhai Barot,India,793341226.0,Stub,1400.1,ASIA
Ranbir Singh Prajapati,India,793354600.0,Stub,1400.1,ASIA
Akshay Pratap Singh,India,793359998.0,Stub,1400.1,ASIA
Dipak Singh,India,793360527.0,Stub,1400.1,ASIA
Hanif Awan,India,793632365.0,Stub,1400.1,ASIA
Nihim D. Shira,India,793796106.0,Stub,1400.1,ASIA
Chow Tewa Mein,India,794088033.0,Stub,1400.1,ASIA
Niral Enem Horo,India,794174191.0,Stub,1400.1,ASIA
Birajit Sinha,India,794204619.0,Start,1400.1,ASIA
T N Haokip,India,794205529.0,Stub,1400.1,ASIA
Mohammed Faizal P. P.,India,794262328.0,Stub,1400.1,ASIA
Santokben Jadeja,India,794386188.0,Start,1400.1,ASIA
Meera Shankar,India,794462074.0,Start,1400.1,ASIA
Kali Ranjan Deb,India,794539329.0,Stub,1400.1,ASIA
Hit Abhilashi,India,794735307.0,Stub,1400.1,ASIA
Balwantrai Mehta,India,794780127.0,C,1400.1,ASIA
One Life Is Not Enough,India,795164328.0,Start,1400.1,ASIA
Anthony Lancelot Dias,India,795345107.0,Stub,1400.1,ASIA
Hemesh Kharkwal,India,795394882.0,Stub,1400.1,ASIA
Armstrong Pame,India,795464599.0,Start,1400.1,ASIA
Shyamal Kumar Sen,India,795608804.0,Start,1400.1,ASIA
Sudesh Mahto,India,795752935.0,Stub,1400.1,ASIA
Bibha Ghosh Goswami,India,795816231.0,Start,1400.1,ASIA
Peela Govinda Satyanarayana,India,795900234.0,Stub,1400.1,ASIA
Brahm Prakash (politician),India,795921402.0,Start,1400.1,ASIA
Debabrata Bandyopadhyay,India,796094124.0,Stub,1400.1,ASIA
Naina Singh Chautala,India,796304081.0,Stub,1400.1,ASIA
Deepa Dasmunsi,India,796304094.0,Start,1400.1,ASIA
P. K. Jayalakshmi,India,796304143.0,Start,1400.1,ASIA
Panabaka Lakshmi,India,796304166.0,Stub,1400.1,ASIA
Niranjan Jyoti,India,796304175.0,Start,1400.1,ASIA
Paramjit Kaur Gulshan,India,796304183.0,Stub,1400.1,ASIA
Kamsa Meghwal,India,796338486.0,Stub,1400.1,ASIA
Birendra Narayan Chakraborty,India,796390599.0,Start,1400.1,ASIA
Ajjampur Rangaiah Ghanashyam,India,796410046.0,Stub,1400.1,ASIA
Ashley J. Tellis,India,796537845.0,Stub,1400.1,ASIA
Political families of Gujarat,India,796547745.0,Stub,1400.1,ASIA
Jaipal Reddy,India,796666016.0,C,1400.1,ASIA
Vishnu Gupta,India,796855002.0,Stub,1400.1,ASIA
Thupstan Chhewang,India,796887436.0,Start,1400.1,ASIA
Jaleshwar Mahato,India,796921779.0,Stub,1400.1,ASIA
Sibakatullah Ansari,India,797060452.0,Stub,1400.1,ASIA
M. M. Rajendran,India,797122457.0,Stub,1400.1,ASIA
Ch. Chhunga,India,797181768.0,Start,1400.1,ASIA
Mohammad Shafi Bhat,India,797184459.0,Stub,1400.1,ASIA
Raj Kumar Jaichandra Singh,India,797221701.0,Start,1400.1,ASIA
Nagore E. M. Hanifa,India,797344435.0,Start,1400.1,ASIA
Sunil Chhatrapal Kedar,India,797363573.0,Stub,1400.1,ASIA
Bhairab Dutt Pande,India,797407357.0,Stub,1400.1,ASIA
Gopi Chand Bhargava,India,797479404.0,Stub,1400.1,ASIA
Banda Karthika Reddy,India,797671490.0,Stub,1400.1,ASIA
Hemant Katare,India,797675693.0,Stub,1400.1,ASIA
William Lee-Warner,India,797697432.0,Stub,1400.1,ASIA
Teja Singh Akarpuri,India,797756385.0,Start,1400.1,ASIA
Sukhbans Kaur Bhinder,India,797805370.0,Start,1400.1,ASIA
Soni Sori,India,797864518.0,GA,1400.1,ASIA
Heera Saraniya,India,798236459.0,Start,1400.1,ASIA
Sunila Devi,India,798314604.0,Start,1400.1,ASIA
Dola Sen,India,798317896.0,Stub,1400.1,ASIA
Dharambir,India,798337847.0,Stub,1400.1,ASIA
Tariq Anwar (politician),India,798458314.0,Start,1400.1,ASIA
T. S. Bajwa,India,798462703.0,Stub,1400.1,ASIA
Rajinder Kaur,India,798482202.0,Stub,1400.1,ASIA
Kamini Jindal,India,798492139.0,Stub,1400.1,ASIA
Somnath Lahiri,India,798507651.0,Start,1400.1,ASIA
K. S. Sabarinathan,India,798531706.0,Start,1400.1,ASIA
Om Prakash Chautala,India,798550386.0,Start,1400.1,ASIA
Veena Shahi,India,798591279.0,Stub,1400.1,ASIA
Suman Mahato,India,798591307.0,Stub,1400.1,ASIA
Mamtaz Sanghamita,India,798591335.0,Start,1400.1,ASIA
Uma Saren,India,798591337.0,Stub,1400.1,ASIA
Neelam Sonkar,India,798591341.0,Stub,1400.1,ASIA
Savitri Thakur,India,798591447.0,Stub,1400.1,ASIA
Begum Akbar Jehan Abdullah,India,798591716.0,Start,1400.1,ASIA
Akkamma Devi,India,798591718.0,Stub,1400.1,ASIA
Sarojini Mahishi,India,798591724.0,Start,1400.1,ASIA
Satwinder Kaur Dhaliwal,India,798591730.0,Start,1400.1,ASIA
Annai Meenambal Shivaraj,India,798591732.0,Stub,1400.1,ASIA
Bijoya Chakravarty,India,798591753.0,Start,1400.1,ASIA
Chandresh Kumari Katoch,India,798591770.0,Start,1400.1,ASIA
Renuka Chowdhury,India,798591772.0,C,1400.1,ASIA
Kailasho Devi,India,798591777.0,Stub,1400.1,ASIA
Preneet Kaur,India,798591781.0,C,1400.1,ASIA
Rita Verma,India,798591892.0,Start,1400.1,ASIA
Suryakanta Patil,India,798591916.0,Start,1400.1,ASIA
Girija Vyas,India,798591931.0,Start,1400.1,ASIA
Ranee Narah,India,798594242.0,Start,1400.1,ASIA
Sushila Nayyar,India,798595421.0,Start,1400.1,ASIA
R. Bindu,India,798595805.0,Stub,1400.1,ASIA
